student_id,gender,age,department,course,historical_grade,previous_grade,assignment_score,quiz_score,midterm_score,attendance_percentage,lms_login_count,lms_activity_count,study_hours,performance_status
S2810,Female,22,Engineering,MATH101,30.9,29.5,46.9,47.6,11.0,84.5,52,44,8.6,FAIL
S2811,Male,19,Business,BUS101,100.0,100.0,74.4,74.0,67.8,93.4,45,71,23.9,PASS
S2812,Female,20,Business,ENG101,55.7,50.9,75.4,36.6,27.9,78.9,42,53,10.3,PASS
S2813,Female,23,Computer Science,BUS101,66.5,67.9,79.4,67.2,37.8,74.4,49,71,13.3,PASS
S2814,Male,28,Engineering,CS201,62.5,63.3,53.8,58.8,39.4,77.3,46,60,10.9,PASS
S2815,Female,28,Mathematics,ENG101,87.4,83.1,86.5,62.3,48.1,87.7,46,80,18.5,PASS
S2816,Female,22,Business,CS201,81.6,70.0,76.9,67.7,69.3,83.0,41,75,18.9,PASS
S2817,Male,28,Physics,MATH101,97.9,89.3,55.8,64.7,54.0,91.1,51,88,20.4,PASS
S2818,Male,21,Mathematics,CS101,100.0,98.9,81.3,86.7,67.8,94.2,58,96,21.4,PASS
S2819,Male,21,Physics,PHY101,52.2,56.7,46.3,52.7,30.4,84.8,42,67,16.0,FAIL
S2820,Male,22,Computer Science,MATH101,81.3,79.0,61.7,74.1,48.4,93.6,40,98,16.8,PASS
S2821,Female,19,Mathematics,MATH101,73.2,77.5,64.3,75.5,54.3,85.6,40,71,13.3,PASS
S2822,Male,26,Computer Science,MATH101,66.2,64.4,61.5,83.6,36.0,92.5,40,95,12.2,PASS
S2823,Female,19,Business,ENG101,54.9,49.7,42.4,49.4,32.3,79.7,40,47,10.9,PASS
S2824,Male,27,Engineering,CS201,69.0,62.6,51.1,62.0,44.4,72.9,45,86,18.8,PASS
S2825,Male,19,Engineering,PHY101,75.6,71.0,71.8,50.1,38.3,66.6,41,66,18.6,PASS
S2826,Female,27,Mathematics,ENG101,83.7,84.4,67.8,61.1,56.1,98.9,55,69,10.1,PASS
S2827,Female,26,Mathematics,CS101,49.3,49.1,28.8,50.2,47.7,69.1,30,77,13.2,PASS
S2828,Male,20,Computer Science,PHY101,64.3,63.0,56.2,45.2,28.3,88.5,49,79,16.1,PASS
S2829,Male,27,Business,MATH101,78.2,77.2,61.8,48.3,39.3,98.4,46,111,14.6,PASS
S2830,Male,24,Engineering,BUS101,62.3,67.8,84.0,62.6,24.9,69.4,47,69,13.1,PASS
S2831,Male,21,Engineering,CS101,87.3,96.7,52.2,45.3,74.1,77.9,57,81,15.2,PASS
S2832,Female,23,Mathematics,CS201,83.3,79.6,71.0,80.0,57.2,94.3,39,72,13.8,PASS
S2833,Male,21,Engineering,CS101,53.0,52.1,60.1,48.8,16.3,80.3,28,74,11.4,PASS
S2834,Male,27,Physics,ENG101,54.0,47.9,48.7,69.2,14.4,73.6,50,91,17.9,PASS
S2835,Male,24,Computer Science,BUS101,84.9,84.8,68.6,54.8,58.5,88.5,59,72,15.7,PASS
S2836,Female,18,Business,ENG101,57.5,55.9,53.9,43.9,62.5,84.7,40,63,12.9,PASS
S2837,Female,20,Business,PHY101,55.5,56.6,50.0,55.8,32.6,85.2,37,75,10.6,FAIL
S2838,Male,20,Computer Science,MATH101,67.0,71.4,66.2,74.9,22.4,94.8,28,97,9.2,PASS
S2839,Female,18,Engineering,MATH101,82.1,76.1,69.8,64.9,29.6,78.3,42,85,16.8,PASS
S2840,Male,23,Mathematics,CS101,44.7,43.6,50.7,31.6,22.5,85.3,30,83,14.5,FAIL
S2841,Male,28,Mathematics,MATH101,62.6,61.2,65.4,68.1,20.7,98.4,45,81,15.6,PASS
S2842,Female,26,Engineering,MATH101,64.9,65.7,72.3,52.3,35.9,84.8,43,89,13.2,PASS
S2843,Female,25,Engineering,PHY101,77.0,84.0,70.8,82.8,52.4,98.5,57,84,18.1,PASS
S2844,Female,28,Computer Science,CS201,62.2,59.0,55.4,62.7,40.5,76.9,23,63,13.1,PASS
S2845,Female,24,Computer Science,CS201,72.9,75.9,86.9,54.6,49.0,83.8,47,97,11.9,PASS
S2846,Male,27,Engineering,ENG101,92.2,100.0,76.1,68.4,58.3,92.9,43,101,12.4,PASS
S2847,Female,25,Computer Science,ENG101,67.8,63.6,59.5,59.9,49.4,82.1,40,86,14.5,PASS
S2848,Male,23,Mathematics,CS201,55.7,56.5,71.0,60.4,30.4,69.8,45,62,20.3,PASS
S2849,Female,26,Business,CS101,25.7,26.4,57.1,41.8,16.6,56.8,26,33,5.3,FAIL
S2850,Male,20,Physics,CS201,74.2,67.7,73.3,41.5,60.2,92.1,60,93,13.9,PASS
S2851,Female,27,Business,ENG101,100.0,100.0,100.0,82.0,69.5,99.0,47,75,22.7,PASS
S2852,Male,27,Physics,BUS101,100.0,100.0,76.3,67.1,44.9,73.2,47,88,16.9,PASS
S2853,Male,26,Business,MATH101,89.8,86.4,100.0,52.9,44.2,94.0,33,100,18.9,PASS
S2854,Female,21,Business,PHY101,56.9,55.4,52.3,69.0,18.8,81.0,40,50,10.7,PASS
S2855,Male,24,Physics,BUS101,77.4,68.7,74.3,88.0,44.0,78.0,44,88,12.1,PASS
S2856,Male,26,Business,BUS101,50.2,55.5,74.6,64.4,0.0,78.8,23,64,8.8,PASS
S2857,Male,19,Computer Science,MATH101,45.1,49.5,36.4,59.3,34.2,64.0,30,67,11.9,FAIL
S2858,Male,19,Business,CS201,96.4,91.6,87.5,78.8,46.5,84.8,54,68,25.0,PASS
S2859,Male,26,Physics,CS101,63.6,59.4,60.1,61.4,16.7,71.0,30,77,14.0,PASS
S2860,Male,29,Mathematics,BUS101,56.9,54.9,63.7,66.3,59.9,86.0,31,93,16.2,PASS
S2861,Female,20,Business,CS101,92.2,98.7,78.2,64.7,46.7,84.5,49,91,16.3,PASS
S2862,Male,26,Business,PHY101,68.4,68.0,58.0,43.6,20.3,75.8,45,112,15.2,PASS
S2863,Female,22,Physics,PHY101,67.6,68.3,59.7,87.0,33.6,73.3,51,64,11.1,PASS
S2864,Female,23,Computer Science,PHY101,86.0,86.8,68.4,66.8,70.5,93.3,60,124,17.2,PASS
S2865,Male,19,Business,ENG101,49.1,56.0,29.5,50.7,0.0,81.0,33,86,10.8,FAIL
S2866,Female,25,Computer Science,BUS101,52.3,50.4,71.3,71.1,43.3,72.1,21,100,16.4,PASS
S2867,Male,28,Business,PHY101,96.3,95.6,77.9,48.6,36.5,93.3,35,124,18.6,PASS
S2868,Female,26,Business,ENG101,100.0,100.0,76.7,83.2,65.6,61.0,60,107,19.8,PASS
S2869,Male,19,Computer Science,PHY101,27.5,33.3,39.9,58.4,3.1,59.9,27,41,12.7,FAIL
S2870,Male,23,Computer Science,CS201,59.0,53.8,60.4,73.7,35.8,89.7,51,82,15.9,PASS
S2871,Female,23,Business,BUS101,81.6,71.8,65.4,79.6,42.9,82.2,51,61,19.4,PASS
S2872,Female,25,Computer Science,ENG101,69.8,69.8,51.3,43.9,45.7,69.6,30,100,11.2,PASS
S2873,Female,27,Computer Science,PHY101,81.8,85.0,73.4,78.7,55.9,100.0,39,122,21.1,PASS
S2874,Male,29,Mathematics,ENG101,80.9,82.5,73.7,55.3,54.6,68.0,60,97,21.5,PASS
S2875,Female,22,Engineering,PHY101,57.5,54.4,48.3,72.0,25.7,65.0,32,70,16.6,FAIL
S2876,Male,26,Engineering,CS201,67.4,76.7,57.3,73.7,43.7,71.5,43,98,17.2,PASS
S2877,Male,18,Physics,CS101,85.1,79.7,62.3,60.4,62.2,78.3,46,105,19.1,PASS
S2878,Male,26,Computer Science,PHY101,77.8,71.0,78.9,82.1,43.8,96.9,25,93,21.2,PASS
S2879,Female,27,Engineering,CS101,54.9,60.7,39.0,41.9,35.0,74.5,54,84,13.3,FAIL
S2880,Male,24,Business,BUS101,78.2,76.1,89.2,74.1,33.3,100.0,33,76,19.7,PASS
S2881,Male,21,Mathematics,CS201,76.4,84.9,84.9,75.5,49.2,63.5,43,92,18.7,PASS
S2882,Female,20,Physics,BUS101,68.8,67.5,68.9,48.1,33.6,90.7,33,94,16.6,PASS
S2883,Male,27,Physics,CS101,70.0,68.0,69.7,56.1,39.5,77.0,49,81,18.7,PASS
S2884,Male,28,Mathematics,CS201,78.6,81.1,79.3,60.9,47.0,79.6,45,82,17.1,PASS
S2885,Male,23,Computer Science,MATH101,48.8,53.1,65.8,60.6,31.7,70.0,46,74,15.1,PASS
S2886,Female,29,Computer Science,CS201,49.2,60.0,41.7,51.3,24.5,71.9,52,77,14.9,FAIL
S2887,Male,18,Engineering,CS201,73.9,78.2,71.5,72.8,64.2,91.1,51,87,15.4,PASS
S2888,Male,20,Computer Science,MATH101,70.6,76.0,69.3,48.8,30.8,74.6,45,89,17.2,PASS
S2889,Female,19,Business,ENG101,75.8,72.9,67.9,50.8,26.3,82.8,38,87,11.7,PASS
S2890,Female,28,Business,ENG101,81.9,86.7,83.1,81.4,33.9,95.5,41,96,19.2,PASS
S2891,Male,26,Computer Science,ENG101,78.9,82.0,64.9,49.9,35.1,62.6,51,99,9.2,PASS
S2892,Female,20,Mathematics,CS101,58.6,55.7,65.3,53.3,35.2,98.1,38,77,17.8,PASS
S2893,Female,19,Computer Science,CS201,85.4,78.6,78.6,75.4,72.8,97.9,58,91,13.5,PASS
S2894,Female,21,Engineering,PHY101,71.9,67.4,67.1,80.6,47.7,86.6,54,81,15.2,PASS
S2895,Male,19,Business,MATH101,61.0,58.4,42.2,57.0,33.4,82.4,41,68,17.8,PASS
S2896,Female,18,Engineering,PHY101,82.9,81.9,73.7,58.9,41.3,87.4,38,90,19.0,PASS
S2897,Female,23,Engineering,CS101,27.5,31.2,36.4,25.0,30.4,62.3,27,29,7.3,FAIL
S2898,Male,27,Computer Science,MATH101,60.6,65.3,69.7,60.6,23.1,86.9,46,85,13.0,PASS
S2899,Male,25,Engineering,PHY101,76.3,85.1,67.4,64.1,26.7,81.1,34,116,19.0,PASS
S2900,Male,27,Mathematics,CS101,55.7,57.8,54.2,39.4,22.7,66.9,45,69,10.9,FAIL
S2901,Male,27,Physics,CS101,71.1,63.8,79.7,52.2,36.1,94.2,35,104,16.2,PASS
S2902,Female,19,Engineering,CS101,72.7,68.2,67.6,63.9,50.5,73.2,37,88,14.1,PASS
S2903,Male,26,Engineering,MATH101,49.9,48.8,63.6,60.2,39.5,84.1,29,58,14.0,PASS
S2904,Male,20,Business,PHY101,44.8,50.1,46.7,30.6,33.0,71.9,24,55,13.3,FAIL
S2905,Female,25,Physics,PHY101,60.1,63.2,40.2,18.6,9.2,83.9,50,85,12.9,FAIL
S2906,Male,29,Computer Science,BUS101,100.0,96.2,100.0,77.0,60.0,80.5,53,91,17.3,PASS
S2907,Female,25,Engineering,CS101,100.0,94.4,93.1,100.0,60.4,80.3,43,127,18.3,PASS
S2908,Male,20,Mathematics,ENG101,78.1,74.9,46.9,54.7,51.6,91.2,39,85,12.9,PASS
S2909,Male,20,Business,CS201,67.0,60.8,57.6,60.4,21.9,95.6,52,62,10.9,PASS
S2910,Male,29,Computer Science,BUS101,68.0,67.4,64.9,46.3,35.6,92.5,38,79,17.9,PASS
S2911,Male,23,Business,BUS101,33.6,35.8,47.3,39.5,14.6,73.4,36,40,11.2,FAIL
S2912,Male,18,Computer Science,MATH101,78.2,79.7,74.2,76.3,57.5,72.4,42,56,14.7,PASS
S2913,Female,21,Engineering,BUS101,60.3,57.9,45.4,48.5,36.4,56.5,45,79,18.1,PASS
S2914,Female,18,Engineering,PHY101,51.6,51.7,59.7,33.6,22.5,94.5,29,73,14.5,PASS
S2915,Male,20,Mathematics,MATH101,77.5,71.0,70.1,70.5,24.4,77.9,35,96,18.0,PASS
S2916,Female,26,Engineering,MATH101,69.2,65.7,55.1,68.3,25.0,94.1,40,80,18.6,PASS
S2917,Female,22,Computer Science,ENG101,87.3,88.9,72.0,92.3,59.1,92.1,52,125,21.0,PASS
S2918,Female,29,Computer Science,CS101,90.9,100.0,69.1,56.0,27.7,66.3,44,98,20.6,PASS
S2919,Male,22,Mathematics,BUS101,54.0,60.7,68.9,63.3,8.7,74.6,35,95,12.9,PASS
S2920,Male,28,Computer Science,CS101,57.2,50.7,85.8,49.8,43.3,81.8,38,82,13.6,PASS
S2921,Male,21,Engineering,CS101,91.6,95.8,66.7,72.5,62.5,70.8,43,106,13.5,PASS
S2922,Female,20,Computer Science,CS101,58.9,59.8,72.3,44.3,18.8,73.8,32,91,14.8,FAIL
S2923,Female,22,Mathematics,MATH101,100.0,100.0,72.9,63.5,56.5,79.2,52,113,21.8,PASS
S2924,Male,28,Engineering,CS101,50.4,63.1,34.8,59.2,47.4,89.4,46,70,12.4,PASS
S2925,Male,21,Engineering,BUS101,54.5,52.1,49.3,57.2,33.0,68.2,31,95,7.0,FAIL
S2926,Female,25,Engineering,MATH101,81.0,83.7,70.7,46.4,52.7,88.7,42,70,10.8,PASS
S2927,Female,21,Mathematics,BUS101,64.7,68.6,37.3,45.9,56.5,71.1,43,110,8.1,PASS
S2928,Female,28,Business,MATH101,72.0,68.5,64.7,71.6,64.9,74.9,43,72,11.3,PASS
S2929,Female,29,Business,CS201,71.9,61.4,78.2,64.3,43.2,80.0,53,76,16.3,PASS
S2930,Male,25,Mathematics,CS201,54.6,48.0,71.9,58.3,49.8,77.5,36,56,13.2,PASS
S2931,Female,23,Physics,CS201,49.5,50.7,46.3,75.2,40.1,75.3,24,72,12.4,PASS
S2932,Female,29,Engineering,CS201,69.5,74.0,51.5,63.0,35.8,64.1,31,90,14.4,PASS
S2933,Male,28,Physics,MATH101,25.8,28.5,44.8,61.1,19.8,76.9,38,74,6.4,FAIL
S2934,Female,22,Computer Science,CS101,88.8,91.4,69.6,80.8,31.5,100.0,37,97,16.7,PASS
S2935,Female,21,Engineering,ENG101,63.5,65.1,56.7,68.4,44.8,80.9,38,111,14.0,PASS
S2936,Male,21,Mathematics,PHY101,51.0,46.8,42.4,38.2,23.9,74.0,27,73,14.7,FAIL
S2937,Female,29,Computer Science,ENG101,58.2,58.1,68.4,67.7,25.0,88.5,38,83,16.0,PASS
S2938,Female,21,Computer Science,CS201,84.4,87.6,70.3,81.1,62.7,90.9,48,117,17.9,PASS
S2939,Female,28,Engineering,CS101,43.0,45.4,56.4,54.5,13.3,72.9,36,89,5.9,FAIL
S2940,Male,26,Business,BUS101,50.0,58.2,58.5,51.3,34.2,70.7,34,68,12.0,FAIL
S2941,Male,21,Engineering,CS101,90.0,87.1,93.8,89.1,64.9,87.4,36,80,19.1,PASS
S2942,Female,29,Business,BUS101,42.2,39.4,50.8,38.8,19.5,55.0,28,73,8.8,FAIL
S2943,Male,26,Mathematics,ENG101,62.9,59.4,68.0,81.7,39.6,81.7,34,76,20.3,PASS
S2944,Female,27,Business,CS101,34.0,20.3,46.8,44.0,11.0,85.2,38,78,8.2,FAIL
S2945,Female,23,Computer Science,CS101,100.0,100.0,88.4,59.1,48.6,69.4,45,78,18.9,PASS
S2946,Male,27,Physics,PHY101,72.4,72.5,81.8,72.0,40.5,58.9,27,86,15.0,PASS
S2947,Male,24,Computer Science,ENG101,80.8,79.6,61.3,76.5,86.2,92.8,51,74,13.2,PASS
S2948,Male,29,Computer Science,CS101,64.3,60.2,47.4,66.3,59.9,100.0,43,82,9.4,PASS
S2949,Male,27,Computer Science,BUS101,52.4,55.2,55.5,52.8,24.9,95.8,31,90,11.2,PASS
S2950,Female,20,Business,CS101,71.0,71.0,76.8,59.1,40.8,79.3,31,125,6.6,PASS
S2951,Female,25,Computer Science,BUS101,78.6,86.3,73.1,78.4,42.0,90.3,40,93,17.3,PASS
S2952,Female,20,Computer Science,CS201,60.3,60.5,47.2,26.0,20.3,90.6,38,100,12.7,FAIL
S2953,Female,18,Engineering,CS101,67.8,69.9,51.3,48.7,31.6,66.3,45,71,13.2,PASS
S2954,Male,27,Computer Science,BUS101,85.7,93.6,60.1,60.1,45.4,67.9,60,57,19.1,PASS
S2955,Female,29,Business,ENG101,94.7,93.0,76.1,86.2,26.9,86.5,51,114,17.0,PASS
S2956,Female,22,Mathematics,CS201,85.4,83.2,74.5,54.9,47.4,76.9,51,98,15.0,PASS
S2957,Female,19,Mathematics,CS101,69.4,76.6,54.7,44.9,50.1,84.3,28,81,10.1,PASS
S2958,Female,27,Computer Science,PHY101,68.8,61.0,65.4,53.1,64.3,77.3,32,75,10.8,PASS
S2959,Male,23,Computer Science,BUS101,81.0,79.7,60.8,54.2,54.8,100.0,53,96,20.0,PASS
S2960,Female,27,Physics,PHY101,73.1,71.7,71.8,69.9,32.9,89.3,31,56,13.8,PASS
S2961,Male,26,Computer Science,CS101,93.5,89.3,81.1,61.5,44.1,86.8,42,79,18.5,PASS
S2962,Male,18,Mathematics,BUS101,70.5,73.1,50.6,59.3,41.2,60.9,44,76,14.0,PASS
S2963,Male,21,Computer Science,CS101,100.0,97.1,70.2,69.9,60.4,94.9,53,106,21.8,PASS
S2964,Female,18,Physics,CS201,65.4,65.9,66.5,59.0,37.7,83.0,32,90,12.1,PASS
S2965,Female,18,Engineering,CS201,50.0,45.4,37.8,51.5,43.9,73.0,47,85,9.5,PASS
S2966,Female,25,Engineering,CS101,83.3,84.8,58.9,43.4,55.1,79.6,36,90,12.6,PASS
S2967,Female,28,Business,CS101,59.7,70.1,49.2,36.1,41.5,72.9,40,91,14.6,PASS
S2968,Female,19,Business,MATH101,69.0,68.8,58.0,46.6,45.4,96.0,55,65,17.6,PASS
S2969,Female,18,Engineering,CS101,80.3,80.3,94.8,87.1,39.9,98.0,47,83,18.7,PASS
S2970,Male,28,Business,CS101,65.0,59.1,47.1,63.3,19.2,76.5,26,68,17.6,PASS
S2971,Male,25,Business,PHY101,91.3,95.5,84.2,66.0,53.2,92.0,55,103,18.9,PASS
S2972,Male,21,Computer Science,PHY101,41.0,40.5,27.7,52.5,16.7,77.5,31,63,12.7,FAIL
S2973,Female,20,Computer Science,CS201,81.3,83.3,57.0,59.8,56.4,72.1,50,99,19.7,PASS
S2974,Female,29,Engineering,PHY101,45.1,49.8,46.9,54.0,20.0,67.0,45,78,8.6,FAIL
S2975,Male,21,Computer Science,CS101,93.3,92.4,81.4,67.7,69.9,100.0,35,95,22.5,PASS
S2976,Male,28,Business,ENG101,76.2,81.3,45.4,48.1,53.4,73.2,46,76,17.7,PASS
S2977,Female,22,Computer Science,CS101,63.2,68.6,64.3,63.7,57.9,73.8,49,86,17.4,PASS
S2978,Male,18,Engineering,MATH101,55.2,56.9,67.2,54.5,52.0,75.0,39,76,15.5,PASS
S2979,Female,28,Computer Science,BUS101,31.6,32.6,28.2,26.9,27.8,67.7,42,78,5.0,FAIL
S2980,Female,18,Engineering,CS201,51.1,51.2,51.2,69.2,16.9,66.4,37,49,14.9,FAIL
S2981,Male,20,Computer Science,PHY101,38.5,41.3,42.0,65.3,17.8,68.3,45,70,11.5,FAIL
S2982,Male,23,Computer Science,ENG101,50.4,53.0,36.3,41.0,21.8,56.1,22,69,11.2,FAIL
S2983,Female,18,Computer Science,BUS101,76.0,68.8,71.7,70.2,46.9,89.5,50,78,17.9,PASS
S2984,Female,28,Physics,ENG101,93.4,90.0,83.4,100.0,61.4,87.3,28,119,20.9,PASS
S2985,Female,29,Computer Science,CS201,95.2,99.9,84.7,85.2,53.3,74.5,51,89,23.5,PASS
S2986,Female,19,Business,PHY101,42.4,43.6,52.5,32.1,32.6,67.1,23,38,16.6,FAIL
S2987,Male,29,Computer Science,MATH101,75.9,74.8,72.3,59.4,37.6,61.5,49,96,17.9,PASS
S2988,Male,24,Computer Science,CS201,98.9,100.0,85.0,67.5,31.7,78.4,46,115,21.2,PASS
S2989,Female,18,Engineering,ENG101,35.4,39.5,31.7,41.6,23.9,53.6,31,75,12.4,FAIL
S2990,Female,24,Engineering,ENG101,93.7,99.1,70.6,77.4,52.9,100.0,43,67,17.4,PASS
S2991,Male,21,Physics,CS201,95.2,94.1,85.5,66.4,58.6,91.5,60,97,22.2,PASS
S2992,Female,27,Physics,CS101,51.1,53.0,67.5,50.6,40.0,75.9,34,62,10.9,PASS
S2993,Female,23,Mathematics,CS201,44.3,43.9,30.2,28.9,23.8,64.2,26,95,11.0,FAIL
S2994,Male,25,Business,PHY101,85.1,79.9,45.2,42.8,36.4,88.5,34,86,16.1,PASS
S2995,Male,26,Engineering,PHY101,87.3,88.3,99.0,84.6,45.3,87.9,39,99,15.8,PASS
S2996,Female,23,Engineering,MATH101,55.1,54.9,59.4,41.5,50.1,84.6,28,82,16.2,FAIL
S2997,Male,29,Physics,CS201,39.5,39.2,52.6,49.2,29.0,67.3,32,83,11.2,FAIL
S2998,Male,28,Business,BUS101,64.5,69.5,66.9,49.3,52.7,73.5,37,104,16.1,PASS
S2999,Male,26,Business,PHY101,85.2,84.6,72.1,64.1,45.3,79.4,28,91,19.2,PASS
S3000,Female,21,Computer Science,PHY101,67.7,68.1,55.4,61.0,49.5,78.0,37,66,12.0,PASS
S3001,Female,23,Computer Science,PHY101,63.8,64.4,65.4,44.7,49.9,80.9,21,106,10.7,PASS
S3002,Female,25,Physics,CS101,66.1,68.6,85.0,71.8,21.2,93.1,47,76,20.1,PASS
S3003,Male,26,Engineering,BUS101,45.4,46.8,56.2,65.6,30.8,86.2,32,82,9.5,PASS
S3004,Female,20,Engineering,CS201,64.2,67.7,63.2,56.3,40.9,77.4,29,76,15.6,PASS
S3005,Female,19,Computer Science,CS101,71.2,64.8,82.2,56.3,28.7,100.0,39,84,15.2,PASS
S3006,Female,23,Mathematics,PHY101,78.7,79.4,79.1,56.5,33.2,88.7,51,67,16.6,PASS
S3007,Female,21,Computer Science,BUS101,70.5,69.9,68.1,48.7,66.8,87.0,39,83,17.5,PASS
S3008,Male,18,Mathematics,BUS101,91.4,84.8,75.6,64.3,56.9,95.8,48,103,15.9,PASS
S3009,Female,25,Computer Science,CS101,79.2,72.0,67.5,77.4,62.7,96.6,51,76,15.8,PASS
S3010,Male,26,Mathematics,PHY101,63.7,60.6,43.5,45.3,47.1,89.1,34,100,18.3,PASS
S3011,Female,26,Business,CS101,55.4,52.1,53.4,43.6,33.8,71.1,29,101,13.2,PASS
S3012,Male,19,Computer Science,ENG101,88.7,87.5,78.0,72.0,41.1,83.2,40,96,22.4,PASS
S3013,Male,26,Business,PHY101,79.0,79.6,90.0,65.8,55.2,70.7,50,95,18.8,PASS
S3014,Male,24,Engineering,CS101,68.4,70.9,68.4,50.8,41.1,86.3,42,90,17.5,PASS
S3015,Female,22,Computer Science,CS201,65.7,59.5,65.1,77.1,41.4,89.4,44,76,15.9,PASS
S3016,Male,24,Mathematics,PHY101,84.6,80.1,68.6,59.7,54.1,95.7,35,82,26.3,PASS
S3017,Female,26,Engineering,MATH101,90.3,86.0,87.7,78.2,58.5,90.0,60,83,16.4,PASS
S3018,Male,25,Engineering,PHY101,89.1,88.5,78.2,62.6,60.0,93.3,55,77,13.4,PASS
S3019,Male,23,Computer Science,ENG101,74.8,74.9,88.6,57.5,34.0,66.1,34,79,13.7,PASS
S3020,Female,21,Engineering,CS101,93.1,98.1,75.1,53.3,64.3,83.8,52,112,18.3,PASS
S3021,Male,18,Mathematics,MATH101,97.9,93.3,83.7,71.7,67.6,84.4,42,92,27.4,PASS
S3022,Male,23,Engineering,ENG101,77.6,81.5,84.6,47.2,49.1,98.0,31,97,18.9,PASS
S3023,Female,20,Physics,CS201,80.8,73.4,74.5,72.6,55.7,87.8,47,98,20.5,PASS
S3024,Male,23,Physics,PHY101,52.4,52.5,53.6,49.7,48.7,78.9,38,78,6.4,PASS
S3025,Male,23,Computer Science,MATH101,93.2,96.0,64.1,58.9,66.1,74.7,53,101,17.6,PASS
S3026,Male,21,Computer Science,CS101,59.5,62.6,53.4,39.7,21.9,65.2,45,62,15.9,FAIL
S3027,Female,19,Mathematics,CS101,55.3,63.7,56.7,22.3,26.7,74.7,43,79,13.9,PASS
S3028,Female,26,Engineering,CS201,65.0,76.8,77.2,66.6,36.7,87.2,40,74,10.0,PASS
S3029,Female,19,Computer Science,ENG101,38.8,40.8,35.2,45.9,16.2,62.9,31,88,12.0,FAIL
S3030,Female,20,Computer Science,MATH101,69.6,63.1,48.9,55.9,25.1,95.6,51,92,13.2,PASS
S3031,Male,27,Business,CS201,75.0,94.0,50.7,69.7,56.3,74.8,40,99,17.3,PASS
S3032,Male,18,Mathematics,ENG101,59.3,65.0,86.4,81.8,26.1,83.2,46,77,9.9,PASS
S3033,Female,24,Computer Science,BUS101,78.5,83.6,74.3,54.9,61.8,76.9,28,78,16.7,PASS
S3034,Male,18,Computer Science,BUS101,69.0,66.9,68.5,59.1,22.0,93.3,36,81,19.2,PASS
S3035,Male,28,Physics,ENG101,80.3,79.7,51.5,70.1,57.5,100.0,44,67,15.9,PASS
S3036,Male,26,Mathematics,CS101,60.8,56.7,54.8,60.3,46.8,84.5,43,67,18.3,PASS
S3037,Male,28,Business,CS101,95.9,99.3,72.0,70.0,60.3,82.6,55,77,15.8,PASS
S3038,Female,28,Mathematics,BUS101,56.5,54.2,45.8,34.5,30.9,68.2,45,75,12.2,FAIL
S3039,Male,18,Engineering,CS101,85.1,88.7,65.0,35.7,50.9,78.5,47,105,19.1,PASS
S3040,Male,22,Mathematics,CS101,75.7,72.0,78.5,60.1,45.7,78.2,42,84,14.4,PASS
S3041,Male,24,Engineering,ENG101,82.7,87.4,81.3,88.8,55.2,79.2,54,75,16.4,PASS
S3042,Female,20,Computer Science,PHY101,66.7,68.1,62.4,65.3,37.9,93.0,41,92,11.5,PASS
S3043,Male,26,Business,ENG101,63.9,70.2,76.5,36.1,37.9,80.4,49,56,9.5,PASS
S3044,Male,25,Engineering,CS101,68.4,79.0,68.7,70.9,45.1,86.2,45,66,16.2,PASS
S3045,Female,20,Physics,ENG101,78.6,80.1,64.4,65.5,47.5,71.3,44,93,15.8,PASS
S3046,Female,22,Engineering,MATH101,54.0,60.8,64.2,48.8,21.8,72.9,43,94,16.6,PASS
S3047,Male,24,Physics,BUS101,50.5,57.3,52.2,42.5,20.9,81.4,37,72,9.2,FAIL
S3048,Male,29,Physics,PHY101,64.2,64.1,75.8,54.2,37.6,74.9,41,54,13.3,PASS
S3049,Male,21,Computer Science,MATH101,72.6,73.9,84.5,49.9,22.8,85.0,35,88,13.8,PASS
S3050,Male,22,Mathematics,MATH101,67.7,69.1,64.2,58.0,38.9,76.4,39,112,12.3,PASS
S3051,Male,20,Engineering,CS101,59.1,56.9,77.5,82.5,37.5,89.8,34,95,17.9,PASS
S3052,Male,26,Physics,CS101,74.0,71.8,72.3,65.3,43.3,82.4,44,79,13.1,PASS
S3053,Male,27,Engineering,MATH101,39.7,45.9,46.1,34.0,29.3,65.9,33,65,11.0,FAIL
S3054,Male,26,Business,MATH101,81.4,77.8,58.2,50.4,51.2,87.6,43,99,17.7,PASS
S3055,Female,24,Engineering,CS201,65.9,65.2,57.1,78.8,49.8,83.0,39,91,11.9,PASS
S3056,Female,27,Computer Science,CS201,69.3,67.7,70.6,55.8,43.5,90.5,44,59,17.8,PASS
S3057,Female,19,Computer Science,BUS101,71.4,73.7,57.5,53.3,66.0,69.3,27,87,12.3,PASS
S3058,Male,24,Engineering,MATH101,71.6,83.1,71.2,71.6,43.3,72.3,30,106,19.1,PASS
S3059,Male,24,Mathematics,ENG101,89.4,88.4,61.3,62.3,62.8,89.2,45,92,16.4,PASS
S3060,Female,28,Business,PHY101,57.4,50.2,60.5,56.2,32.2,71.8,47,74,14.9,PASS
S3061,Male,22,Business,CS201,49.1,49.6,42.2,44.4,29.9,76.2,46,100,18.8,PASS
S3062,Male,26,Computer Science,CS101,74.3,69.5,66.6,54.3,33.2,84.8,31,87,19.2,PASS
S3063,Female,29,Engineering,MATH101,58.9,60.2,47.6,50.5,34.1,68.6,60,90,10.0,PASS
